"obstime","wd","ws","tempr","ap","rh"
2015-02-06 00:00:00,119.28,9.2,-1.59,962.75,NA
2015-02-06 01:00:00,123.86,8.85,-1.26,962.64,NA
2015-02-06 02:00:00,122.56,7.19,-0.57,962.71,NA
2015-02-06 03:00:00,122.74,6.91,0,962.94,NA
2015-02-06 04:00:00,110.36,7.48,0.56,963.31,NA
2015-02-06 05:00:00,109.54,7.48,1.03,963.98,NA
2015-02-06 06:00:00,99.07,8.03,1.58,964.72,NA
2015-02-06 07:00:00,98.79,7.76,1.95,965.41,NA
2015-02-06 08:00:00,100.95,8.32,1.6,965.87,NA
2015-02-06 09:00:00,106.72,8.37,1.21,966.49,NA
2015-02-06 10:00:00,98.5,6.87,1.08,967.45,NA
2015-02-06 11:00:00,100.67,6.61,0.49,968.06,NA
2015-02-06 12:00:00,97.05,5.64,0.4,968.82,NA
2015-02-06 13:00:00,88.22,4.52,0.49,969.82,NA
2015-02-06 14:00:00,62.32,5.14,0.22,970.82,NA
2015-02-06 15:00:00,55.91,6.07,0,971.74,NA
2015-02-06 16:00:00,61.71,5.79,-0.22,972.58,NA
2015-02-06 17:00:00,65.37,6.13,-0.58,973.4,NA
2015-02-06 18:00:00,55.3,7.26,-0.76,974.49,NA
2015-02-06 19:00:00,53.3,7.74,-1,975.75,NA
2015-02-06 20:00:00,51.44,7.31,-1.12,976.97,NA
2015-02-06 21:00:00,52.39,7.49,-1.32,978.22,NA
2015-02-06 22:00:00,49.59,7.45,-1.73,979.37,NA
2015-02-06 23:00:00,54.18,7.21,-1.53,980.41,NA
2015-02-07 00:00:00,50.76,7.59,-1.32,981.25,NA
2015-02-07 01:00:00,53.95,8.08,-0.89,982.14,NA
2015-02-07 02:00:00,66.48,6.96,-0.53,982.88,NA
2015-02-07 03:00:00,57.12,6.65,-0.21,983.49,NA
2015-02-07 04:00:00,60.22,5.97,0.07,984.03,NA
2015-02-07 05:00:00,72.82,4.59,1.05,984.29,NA
2015-02-07 06:00:00,67.03,4.69,1.21,984.59,NA
2015-02-07 07:00:00,67.86,3.66,1.43,984.86,NA
2015-02-07 08:00:00,56.98,2.79,1.32,984.85,NA
2015-02-07 09:00:00,46.66,1.53,1.38,984.74,NA
2015-02-07 10:00:00,213.82,1.54,1.18,984.62,NA
2015-02-07 11:00:00,219.14,1.77,0.67,984.4,NA
2015-02-07 12:00:00,234.09,3.03,0.59,984.31,NA
2015-02-07 13:00:00,229.21,5.42,0.15,983.91,NA
2015-02-07 14:00:00,221.53,5.41,-0.23,983.59,NA
2015-02-07 15:00:00,229.19,5.75,-0.81,983.14,NA
2015-02-07 16:00:00,227.96,5.93,-0.2,982.64,NA
2015-02-07 17:00:00,232.44,6.06,0.48,982.2,NA
2015-02-07 18:00:00,223.37,5.55,-1.08,981.6,NA
2015-02-07 19:00:00,215.82,4.38,-1.86,980.9,NA
2015-02-07 20:00:00,208.67,4.3,-2.55,980.23,NA
2015-02-07 21:00:00,140.39,3.08,-3.36,979.78,NA
2015-02-07 22:00:00,85.79,6.75,-4.02,979.29,NA
2015-02-07 23:00:00,111.61,10.71,-4.57,979.07,NA
2015-02-08 00:00:00,114.72,12.03,-4.34,978.9,NA
2015-02-08 01:00:00,111.44,12.33,-4.02,978.68,NA
2015-02-08 02:00:00,110.72,12.62,-3.68,978.21,NA
2015-02-08 03:00:00,113.98,13.06,-3,977.87,NA
2015-02-08 04:00:00,113.7,13.01,-2.25,977.79,NA
2015-02-08 05:00:00,112.69,12.66,-1.51,977.53,NA
2015-02-08 06:00:00,114.37,11.42,-1.16,977.08,NA
2015-02-08 07:00:00,114.56,12.44,-0.75,976.29,NA
2015-02-08 08:00:00,114.52,10.21,-0.63,976,NA
2015-02-08 09:00:00,109.16,9.91,-0.6,975.74,NA
2015-02-08 10:00:00,106.2,8.33,-0.66,975.45,NA
2015-02-08 11:00:00,61.76,8.69,-0.94,975.23,NA
2015-02-08 12:00:00,50.35,6.62,-1.21,974.8,NA
2015-02-08 13:00:00,62.55,5.09,-1.49,974.42,NA
2015-02-08 14:00:00,35.03,5.42,-2.31,974.4,NA
2015-02-08 15:00:00,29.52,4.12,-3.19,974.55,NA
2015-02-08 16:00:00,46.05,3.29,-4.24,974.64,NA
2015-02-08 17:00:00,31.55,3.7,-4.21,974.8,NA
2015-02-08 18:00:00,33.37,3.18,-3.3,974.9,NA
2015-02-08 19:00:00,86.58,3.75,-3.17,975.18,NA
2015-02-08 20:00:00,101.42,4.21,-3.45,975.49,NA
2015-02-08 21:00:00,101.53,5.09,-3.51,975.71,NA
2015-02-08 22:00:00,95.57,5.15,-3.59,975.98,NA
2015-02-08 23:00:00,85.1,5.03,-3.16,976.18,NA
2015-02-09 00:00:00,82.82,3.73,-3.14,976.38,NA
2015-02-09 01:00:00,95.58,5.03,-3.01,976.49,NA
2015-02-09 02:00:00,93.57,5.86,-3.14,976.52,NA
2015-02-09 03:00:00,93.33,5.68,-2.89,976.64,NA
2015-02-09 04:00:00,82.18,5.26,-2.84,976.96,NA
2015-02-09 05:00:00,81.22,5.75,-2.7,977.19,NA
2015-02-09 06:00:00,75.37,6.78,-2.64,977.19,NA
2015-02-09 07:00:00,79.87,7.6,-2.6,977.1,NA
2015-02-09 08:00:00,74.6,7.88,-2.4,976.91,NA
2015-02-09 09:00:00,74.63,7.51,-2.3,976.67,NA
2015-02-09 10:00:00,66.48,7.71,-2.2,976.49,NA
2015-02-09 11:00:00,69.47,7.55,-2.22,976.04,NA
2015-02-09 12:00:00,68.88,6.99,-2.32,975.75,NA
2015-02-09 13:00:00,66.8,6.97,-2.53,975.16,NA
2015-02-09 14:00:00,68.3,6.43,-2.89,974.52,NA
2015-02-09 15:00:00,63.97,5.62,-3.12,973.86,NA
2015-02-09 16:00:00,64.72,4.73,-3.36,973.14,NA
2015-02-09 17:00:00,62.47,4.75,-3.69,972.46,NA
2015-02-09 18:00:00,79.4,4.8,-4.2,971.67,NA
2015-02-09 19:00:00,94.35,5.09,-4.96,970.83,NA
2015-02-09 20:00:00,92.07,5.64,-5.26,970.01,NA
2015-02-09 21:00:00,91.48,5.66,-5.82,969.62,NA
2015-02-09 22:00:00,90.2,6.68,-6.13,969.23,NA
2015-02-09 23:00:00,97.33,6.21,-5.74,968.97,NA
2015-02-10 00:00:00,104.43,6.3,-5.34,968.62,NA
2015-02-10 01:00:00,92.67,8.32,-4.82,968.16,NA
2015-02-10 02:00:00,85.53,9.63,-4.43,967.89,NA
2015-02-10 03:00:00,87.9,10.34,-4.18,967.74,NA
2015-02-10 04:00:00,88.43,9.28,-4.04,967.74,NA
2015-02-10 05:00:00,90.23,7.62,-3.49,967.94,NA
2015-02-10 06:00:00,81.53,7.34,-2.66,967.86,NA
2015-02-10 07:00:00,74.28,8.02,-2.36,968.06,NA
2015-02-10 08:00:00,76.23,8.01,-2.02,968.25,NA
2015-02-10 09:00:00,79.38,7.47,-1.9,968.43,NA
2015-02-10 10:00:00,74.18,5.96,-1.96,968.49,NA
2015-02-10 11:00:00,46.73,4.61,-1.72,968.79,NA
2015-02-10 12:00:00,49.97,4.45,-1.85,969.25,NA
2015-02-10 13:00:00,59.27,5.3,-2.34,969.51,NA
2015-02-10 14:00:00,56.42,3.85,-2.46,969.85,NA
2015-02-10 15:00:00,87.05,2.41,-2.54,970.16,NA
2015-02-10 16:00:00,209.03,1.63,-3.25,970.36,NA
2015-02-10 17:00:00,226.82,3.08,-4.61,970.68,NA
2015-02-10 18:00:00,211.97,2.05,-5.3,971.24,NA
2015-02-10 19:00:00,138.63,1.94,-6.1,971.74,NA
2015-02-10 20:00:00,106.67,2.08,-6.2,972.02,NA
2015-02-10 21:00:00,119.07,4.21,-6.51,972.35,NA
2015-02-10 22:00:00,122.43,5.46,-6.49,972.73,NA
2015-02-10 23:00:00,109.88,5.44,-6.45,973.22,NA
2015-02-11 00:00:00,113.6,5.39,-6.72,973.75,NA
2015-02-11 01:00:00,95,7.3,-6.53,974.13,NA
2015-02-11 02:00:00,92.8,8.73,-5.94,974.5,NA
2015-02-11 03:00:00,91.22,9.12,-5.42,974.74,NA
2015-02-11 04:00:00,89.65,9.55,-4.64,975.08,NA
2015-02-11 05:00:00,90.22,10.53,-4.05,975.58,NA
2015-02-11 06:00:00,89.32,10.3,-3.79,975.96,NA
2015-02-11 07:00:00,87.98,9.72,-3.57,976.29,NA
2015-02-11 08:00:00,85.33,9.29,-3.27,976.47,NA
2015-02-11 09:00:00,80.55,8.68,-3.17,976.71,NA
2015-02-11 10:00:00,70.42,9.2,-3.16,977.1,NA
2015-02-11 11:00:00,69.25,8.32,-3.1,977.42,NA
2015-02-11 12:00:00,67.33,7.7,-3.17,977.53,NA
2015-02-12 00:00:00,91.45,8.65,-7.04,978.49,NA
2015-02-12 01:00:00,92.82,8.23,-6.57,978.68,NA
2015-02-12 02:00:00,91.73,8.14,-5.77,978.7,NA
2015-02-12 03:00:00,91.03,8.2,-4.46,978.72,NA
2015-02-12 04:00:00,91.13,8.1,-3.61,978.77,NA
2015-02-12 05:00:00,91.22,8.13,-2.89,979.01,NA
2015-02-12 06:00:00,89.78,7.66,-2.37,979.16,NA
2015-02-12 07:00:00,92.32,7.15,-2.28,979.26,NA
2015-02-12 08:00:00,82.22,6.56,-2.38,979.32,NA
2015-02-12 09:00:00,64.7,5.88,-2.4,979.24,NA
2015-02-12 10:00:00,61.42,5.56,-2.35,979.15,NA
2015-02-12 11:00:00,50.57,5.34,-2.51,979.08,NA
2015-02-12 12:00:00,38.23,5.26,-2.76,979.1,NA
2015-02-12 13:00:00,43.03,5.43,-3.08,979.15,NA
2015-02-12 14:00:00,50.17,5.62,-3.76,979.04,NA
2015-02-12 15:00:00,51.28,5.54,-3.94,978.94,NA
2015-02-12 16:00:00,50.54,5.22,-4.07,978.55,NA
2015-02-12 17:00:00,64.08,5.49,-4.5,978.22,NA
2015-02-12 18:00:00,78,5.48,-4.48,977.85,NA
2015-02-12 19:00:00,92.67,5.96,-4.58,977.49,NA
2015-02-12 20:00:00,89.9,5.58,-4.99,977.04,NA
2015-02-12 21:00:00,87.63,5,-5.35,976.53,NA
2015-02-12 22:00:00,91.37,5.75,-5.51,976.23,NA
2015-02-12 23:00:00,86.65,5.45,-5.51,976.05,NA
2015-02-13 00:00:00,82.42,7.01,-5.11,975.74,NA
2015-02-13 01:00:00,83.67,7.25,-4.82,975.41,NA
2015-02-13 02:00:00,84.52,7.14,-4.02,975.02,NA
2015-02-13 03:00:00,87.63,6.79,-3.25,974.61,NA
2015-02-13 04:00:00,87.25,6.66,-2.58,974.36,NA
2015-02-13 05:00:00,82.83,6.82,-2.02,974.18,NA
2015-02-13 06:00:00,84.52,6.72,-1.28,974.02,NA
2015-02-13 07:00:00,81.83,6.55,-1.12,973.82,NA
2015-02-13 08:00:00,71.43,6.99,-0.62,973.58,NA
2015-02-13 09:00:00,61.17,6.69,-0.57,973.36,NA
2015-02-13 10:00:00,72.77,5.38,-0.51,973.19,NA
2015-02-13 11:00:00,65.23,4.92,-0.15,973.1,NA
2015-02-13 12:00:00,69.78,3.67,-0.4,973.1,NA
2015-02-13 13:00:00,46.13,3.62,-0.67,973,NA
2015-02-13 14:00:00,58.63,1.96,-1.25,972.91,NA
2015-02-13 15:00:00,91.83,2.01,-1.84,972.74,NA
2015-02-13 16:00:00,92.13,1.11,-2,972.67,NA
2015-02-13 17:00:00,96.1,2.44,-2.45,972.7,NA
2015-02-13 18:00:00,75.05,3,-2.66,972.95,NA
2015-02-13 19:00:00,91.03,4.01,-3.03,973.21,NA
2015-02-13 20:00:00,88.33,5.6,-3.38,973.5,NA
2015-02-13 21:00:00,84.88,7.17,-4.05,973.69,NA
2015-02-13 22:00:00,81.17,8.36,-4.7,974.12,NA
2015-02-13 23:00:00,73.13,7.63,-4.67,974.7,NA
2015-02-14 00:00:00,76.52,7.76,-4.87,975.39,NA
2015-02-14 01:00:00,79.07,8.1,-4.5,976.05,NA
2015-02-14 02:00:00,85.02,8.92,-3.93,976.49,NA
2015-02-14 03:00:00,87.45,9.61,-2.37,976.97,NA
2015-02-14 04:00:00,85.1,8.9,-1.25,977.56,NA
2015-02-14 05:00:00,84.73,9.3,-0.48,978.14,NA
2015-02-14 06:00:00,83.9,9.95,0.16,978.51,NA
2015-02-14 07:00:00,84.25,9.26,1,978.87,NA
2015-02-14 08:00:00,76.85,7.89,1.24,979.13,NA
2015-02-14 09:00:00,72.88,6.56,1.77,979.44,NA
2015-02-14 10:00:00,61.92,6.44,1.67,979.67,NA
2015-02-14 11:00:00,73.2,5.93,2.16,979.71,NA
2015-02-14 12:00:00,49.97,5.23,1.95,979.68,NA
2015-02-14 13:00:00,26.38,2.67,1.92,979.9,NA
2015-02-14 14:00:00,150.78,1.08,1.44,979.96,NA
2015-02-14 15:00:00,125,1.73,1.39,980.23,NA
2015-02-14 16:00:00,207.57,1.38,0.89,980.52,NA
2015-02-14 17:00:00,92.68,2.5,0.24,980.74,NA
2015-02-14 18:00:00,93.95,3.39,-0.59,980.9,NA
2015-02-14 19:00:00,88.27,4.76,-0.56,981.13,NA
2015-02-14 20:00:00,80.67,6.66,-1.95,981.2,NA
2015-02-14 21:00:00,84.73,6.38,-2.75,981.44,NA
2015-02-14 22:00:00,89.85,6.89,-3.26,981.49,NA
2015-02-14 23:00:00,89.73,8.39,-3.92,981.5,NA
2015-02-15 00:00:00,80.6,7.58,-4.25,981.49,NA
2015-02-15 01:00:00,88.67,9.99,-4.2,981.63,NA
2015-02-15 02:00:00,86.93,9.88,-3.69,981.68,NA
2015-02-15 03:00:00,86.57,10.04,-2.95,981.78,NA
2015-02-15 04:00:00,84.53,11.74,-2.56,981.62,NA
2015-02-15 05:00:00,84.87,12.75,-1.74,981.47,NA
2015-02-15 06:00:00,87.2,12.38,-1.31,981.42,NA
2015-02-15 07:00:00,84.08,11.45,-0.77,981.31,NA
2015-02-15 08:00:00,78.37,10.2,-0.31,981.29,NA
2015-02-15 09:00:00,75.13,9.4,-0.22,981.29,NA
2015-02-15 10:00:00,68.35,9.58,-0.1,981.12,NA
2015-02-15 11:00:00,61.63,9.14,-0.08,980.85,NA
2015-02-15 12:00:00,57.95,7.93,-0.03,980.74,NA
2015-02-15 13:00:00,52.1,7.01,-0.3,980.56,NA
2015-02-15 14:00:00,40.1,5.52,-0.58,980.4,NA
2015-02-15 15:00:00,56.88,4.25,-0.88,980.12,NA
2015-02-15 16:00:00,60.8,4.62,-1.12,979.71,NA
2015-02-15 17:00:00,60.88,6.01,-0.78,979.48,NA
2015-02-15 18:00:00,59.2,7.58,-0.93,979.13,NA
2015-02-15 19:00:00,64.12,8.36,-1.55,978.96,NA
2015-02-15 20:00:00,63.72,8.15,-1.64,978.72,NA
2015-02-15 21:00:00,73.79,7.99,-1.59,978.39,NA
2015-02-15 22:00:00,69.84,8.54,-1.74,978.07,NA
2015-02-15 23:00:00,72.92,8.53,-1.08,977.91,NA
2015-02-17 00:00:00,78.07,11.66,-4.19,973.81,NA
2015-02-17 01:00:00,77.62,11.9,-3.88,973.69,NA
2015-02-17 02:00:00,78.32,11.73,-3.34,973.62,NA
2015-02-17 03:00:00,77.9,11.08,-2.83,973.59,NA
2015-02-17 04:00:00,78.13,10.72,-2.04,973.6,NA
2015-02-17 05:00:00,76,10.13,-1.43,973.48,NA
2015-02-17 06:00:00,77.12,9.45,-0.91,973.29,NA
2015-02-17 07:00:00,77.37,9.18,-0.67,973.17,NA
2015-02-17 08:00:00,73.93,8.68,-0.42,972.87,NA
2015-02-17 09:00:00,67.93,8.08,-0.45,972.57,NA
2015-02-17 10:00:00,59.68,7.25,-0.58,972.17,NA
2015-02-17 11:00:00,55.62,6.3,-0.42,971.72,NA
2015-02-17 12:00:00,51.07,5.13,-0.76,971.43,NA
2015-02-17 13:00:00,46.18,4.43,-1.56,971.28,NA
2015-02-17 14:00:00,32.38,4.01,-2.58,971.23,NA
2015-02-17 15:00:00,47.57,2.28,-3.23,971.04,NA
2015-02-17 16:00:00,95.15,2.5,-3.93,970.94,NA
2015-02-17 17:00:00,89.83,4.76,-4.61,970.7,NA
2015-02-17 18:00:00,81.88,5.51,-5.1,970.7,NA
2015-02-17 19:00:00,81.58,8.13,-5.58,970.47,NA
2015-02-17 20:00:00,77.75,10.24,-5.53,970.31,NA
2015-02-17 21:00:00,76.97,10.76,-5.68,970.24,NA
2015-02-17 22:00:00,76.38,10.73,-5.84,970.23,NA
2015-02-17 23:00:00,80.67,9.94,-5.78,970.35,NA
2015-02-18 00:00:00,83.58,9.9,-5.36,970.4,NA
2015-02-18 01:00:00,78.58,10.2,-4.5,970.33,NA
2015-02-18 02:00:00,78.55,9.44,-3.94,970.37,NA
2015-02-18 03:00:00,79.92,8.61,-3.81,970.31,NA
2015-02-18 04:00:00,81.83,9.11,-3.61,970.18,NA
2015-02-18 05:00:00,76.9,9.44,-3.23,970.16,NA
2015-02-18 06:00:00,67.38,10.55,-2.76,970,NA
2015-02-18 07:00:00,62.83,10.8,-1.96,969.98,NA
2015-02-18 08:00:00,63.73,10.8,-1.95,970.09,NA
2015-02-18 09:00:00,64.63,10.51,-2.16,969.91,NA
2015-02-18 10:00:00,62.68,9.52,-2.35,969.65,NA
2015-02-18 11:00:00,59.45,8.41,-2.34,969.48,NA
2015-02-18 12:00:00,54.47,8,-2.4,969.26,NA
2015-02-18 13:00:00,39.28,7.27,-2.34,969.37,NA
2015-02-18 14:00:00,48.13,6.28,-2.25,969.49,NA
2015-02-18 15:00:00,48.75,4.81,-2.76,969.39,NA
2015-02-18 16:00:00,55.68,4.23,-3.04,969.25,NA
2015-02-18 17:00:00,71.28,3.58,-2.97,969,NA
2015-02-18 18:00:00,69.05,3.86,-3.32,968.76,NA
2015-02-18 19:00:00,59.58,5.09,-3.45,968.52,NA
2015-02-18 20:00:00,81.12,4.38,-3.62,968.36,NA
2015-02-18 21:00:00,87.58,4.39,-3.36,968.24,NA
2015-02-18 22:00:00,86.38,4.53,-3.83,968.03,NA
2015-02-18 23:00:00,87.88,5.13,-3.79,967.89,NA
2015-02-19 00:00:00,90.75,5.78,-3.76,967.92,NA
2015-02-19 01:00:00,89.7,5.94,-4.09,967.87,NA
2015-02-19 02:00:00,80.02,5.2,-3.91,967.75,NA
2015-02-19 03:00:00,86.85,5.76,-3.86,967.7,NA
2015-02-19 04:00:00,79.4,5.98,-3.79,967.64,NA
2015-02-19 05:00:00,73.22,6.64,-3.63,967.52,NA
2015-02-19 06:00:00,83.2,6.54,-3.34,967.51,NA
2015-02-19 07:00:00,82.72,6.14,-3.17,967.5,NA
2015-02-19 08:00:00,84.77,5.24,-2.66,967.6,NA
2015-02-19 09:00:00,87.75,5.12,-2.44,967.55,NA
2015-02-19 10:00:00,92.95,4.89,-2.6,967.62,NA
2015-02-19 11:00:00,86.87,3.77,-2.57,967.86,NA
2015-02-19 12:00:00,80.75,3.27,-2.8,967.9,NA
2015-02-19 13:00:00,61.92,3.07,-2.89,967.91,NA
2015-02-19 14:00:00,68.53,3.38,-3.2,967.97,NA
2015-02-19 15:00:00,87.22,2.62,-3.69,967.87,NA
2015-02-19 16:00:00,105.87,2.18,-3.64,967.72,NA
2015-02-19 17:00:00,132.62,1.74,-3.77,967.61,NA
2015-02-19 18:00:00,164.13,1.12,-3.71,967.61,NA
2015-02-19 19:00:00,189.88,1.27,-3.79,967.41,NA
2015-02-19 20:00:00,205.37,1.95,-3.95,967.27,NA
2015-02-19 21:00:00,197.05,1.66,-4.4,967.23,NA
2015-02-19 22:00:00,167.2,0.68,-4.77,967.25,NA
2015-02-19 23:00:00,91.92,1.23,-4.96,967.42,NA
2015-02-20 00:00:00,99.92,1.74,-5.16,967.76,NA
2015-02-20 01:00:00,94.1,3.16,-4.94,968.11,NA
2015-02-20 02:00:00,101.07,3.87,-4.51,968.64,NA
2015-02-20 03:00:00,96.17,4.38,-3.92,969.05,NA
2015-02-20 04:00:00,88.6,5.25,-3.45,969.51,NA
2015-02-20 05:00:00,92.65,5.2,-3.16,970.13,NA
2015-02-20 06:00:00,90.63,5.37,-2.97,970.75,NA
2015-02-20 07:00:00,87.45,5.35,-2.88,971.46,NA
2015-02-20 08:00:00,75.37,4.91,-3.27,972.32,NA
2015-02-20 09:00:00,62.85,5.78,-3.33,973.22,NA
2015-02-20 10:00:00,66.95,6.55,-3.69,974.05,NA
2015-02-20 11:00:00,58.87,7.11,-3.6,974.97,NA
2015-02-20 12:00:00,45.53,7.18,-3.52,976.03,NA
2015-02-20 13:00:00,44.75,6.51,-3.55,977.04,NA
2015-02-20 14:00:00,35.13,6.26,-3.63,977.95,NA
2015-02-20 15:00:00,32.72,6,-3.82,978.6,NA
2015-02-20 16:00:00,48.33,5.35,-3.93,979.15,NA
2015-02-20 17:00:00,44.6,4.64,-3.97,979.5,NA
2015-02-21 00:00:00,79.67,4.35,-4.69,982.58,NA
2015-02-21 01:00:00,83.65,4.7,-4.23,983.05,NA
2015-02-21 02:00:00,88.67,4.3,-4.75,983.43,NA
2015-02-21 03:00:00,81.27,4.07,-5.26,983.69,NA
2015-02-21 04:00:00,82.43,2.73,-4.51,983.86,NA
2015-02-21 05:00:00,99.68,2.06,-4.02,984.24,NA
2015-02-21 06:00:00,92.75,2.44,-3.58,984.38,NA
2015-02-21 07:00:00,115.47,4.39,-3.07,984.57,NA
2015-02-21 08:00:00,108.22,5.08,-3.2,984.53,NA
2015-02-21 09:00:00,97.78,4.31,-2.7,984.47,NA
2015-02-21 10:00:00,91.97,4.28,-2.48,984.32,NA
2015-02-21 11:00:00,84.68,2.9,-2.46,984.24,NA
2015-02-21 12:00:00,168.2,1.7,-2.81,984.02,NA
2015-02-21 13:00:00,80.98,2.19,-3.64,983.48,NA
2015-02-21 14:00:00,175.02,2.58,-4.47,983.2,NA
2015-02-21 15:00:00,187.07,1.55,-5.23,982.91,NA
2015-02-21 16:00:00,281.85,1.2,-5.83,982.41,NA
2015-02-21 17:00:00,236.78,1.42,-5.96,981.82,NA
2015-02-21 18:00:00,144,1.37,-5.83,981.16,NA
2015-02-21 19:00:00,74.27,4.19,-5.12,979.78,NA
2015-02-21 20:00:00,82.05,5.09,-5.25,978.95,NA
2015-02-21 21:00:00,86.85,5.81,-5.1,977.71,NA
2015-02-21 22:00:00,87.08,5.97,-4.78,976.66,NA
2015-02-21 23:00:00,77.62,5.47,-4.49,975.59,NA
2015-02-22 00:00:00,67.35,6.93,-4.23,974.4,NA
2015-02-22 01:00:00,72.47,7.63,-3.6,973.21,NA
2015-02-22 02:00:00,73.35,7.91,-3.09,972.33,NA
2015-02-22 03:00:00,74.75,8.12,-2.79,971.23,NA
2015-02-22 04:00:00,69.72,6.99,-2.32,970.1,NA
2015-02-22 05:00:00,73.48,6.42,-1.69,969.02,NA
2015-02-22 06:00:00,61.42,6.71,-2.97,968.22,NA
2015-02-22 07:00:00,61.15,5.45,-3.94,967.74,NA
2015-02-22 08:00:00,76.65,3.61,-3.83,967.35,NA
2015-02-22 09:00:00,74.43,3.58,-3.63,966.83,NA
2015-02-22 10:00:00,45.1,5.7,-3.4,966.39,NA
2015-02-22 11:00:00,38.6,6.07,-3.24,966.58,NA
2015-02-22 12:00:00,88,3.16,-3.19,966.5,NA
2015-02-22 13:00:00,104.38,1.77,-3.17,966.51,NA
2015-02-22 14:00:00,153.35,1.21,-3.33,966.63,NA
2015-02-22 15:00:00,81.6,1.97,-3.69,966.77,NA
2015-02-22 16:00:00,56.12,4.54,-3.81,967.04,NA
2015-02-22 17:00:00,51.48,3.15,-3.98,967.6,NA
2015-02-22 18:00:00,62.88,2.95,-3.9,968.3,NA
2015-02-22 19:00:00,79.88,3.72,-3.94,969.05,NA
2015-02-22 20:00:00,90.83,5.1,-3.63,969.78,NA
2015-02-22 21:00:00,83.47,4.8,-3.6,970.51,NA
2015-02-22 22:00:00,78.07,4.08,-3.72,971.37,NA
2015-02-22 23:00:00,72.57,4.22,-3.71,972.5,NA
2015-02-23 00:00:00,66.6,4.67,-4.52,973.64,NA
2015-02-23 01:00:00,73.23,4.17,-4.57,974.74,NA
2015-02-23 02:00:00,77.2,3.81,-4,975.67,NA
2015-02-23 03:00:00,64.98,3.93,-3.79,976.7,NA
2015-02-23 04:00:00,65.13,4.55,-3.46,977.86,NA
2015-02-23 05:00:00,68.63,5.17,-3,979.09,NA
2015-02-23 06:00:00,81.33,5.4,-2.79,979.99,NA
2015-02-23 07:00:00,79.47,4.9,-2.44,980.75,NA
2015-02-23 08:00:00,82.75,5.56,-2.3,981.23,NA
2015-02-23 09:00:00,71.08,5.11,-2.35,982.05,NA
2015-02-23 10:00:00,58.55,5.21,-2.49,982.79,NA
2015-02-23 11:00:00,52.83,5.29,-2.73,983.65,NA
2015-02-23 12:00:00,52.98,4.76,-3.14,984.46,NA
2015-02-23 13:00:00,52.75,4.78,-3.47,985.07,NA
2015-02-23 14:00:00,57.02,4.05,-3.51,985.53,NA
2015-02-23 15:00:00,79.48,3.66,-3.47,985.92,NA
2015-02-23 16:00:00,80.88,3.51,-3.52,986.13,NA
2015-02-23 17:00:00,91.35,3.42,-5.06,986.21,NA
2015-02-23 18:00:00,95.33,4.16,-6.89,985.98,NA
2015-02-23 19:00:00,83.2,4.31,-6.97,985.87,NA
2015-02-23 20:00:00,80.03,3.41,-6.77,985.98,NA
2015-02-23 21:00:00,79.82,3.68,-6.31,985.82,NA
2015-02-23 22:00:00,219.65,5.21,-6.1,985.91,NA
2015-02-23 23:00:00,217.32,6.16,-5.1,985.7,NA
2015-02-25 00:00:00,101.35,3.79,-5.88,971.97,NA
2015-02-25 01:00:00,87.42,4.75,-5.36,971.73,NA
2015-02-25 02:00:00,89.52,5.04,-5.65,971.36,NA
2015-02-25 03:00:00,83.65,5.57,-5.81,970.97,NA
2015-02-25 04:00:00,88.75,5.29,-5.57,970.75,NA
2015-02-25 05:00:00,92.53,4.79,-4.17,970.66,NA
2015-02-25 06:00:00,78.33,4.24,-4.2,970.53,NA
2015-02-25 07:00:00,77.72,5.08,-4.22,970.58,NA
2015-02-25 08:00:00,79.27,5.11,-4.24,970.62,NA
2015-02-25 09:00:00,83.58,5.03,-4.21,970.6,NA
2015-02-25 10:00:00,56.75,6.02,-4.34,970.51,NA
2015-02-25 11:00:00,53.42,6.26,-5.38,970.47,NA
2015-02-25 12:00:00,55.8,5.98,-6.13,970.57,NA
2015-02-25 13:00:00,54.4,5.29,-6.26,970.66,NA
2015-02-25 14:00:00,55,5.04,-6.44,970.56,NA
2015-02-25 15:00:00,196.93,2.04,-6.41,970.62,NA
2015-02-25 16:00:00,272.85,2.44,-6.45,970.63,NA
2015-02-25 17:00:00,256.13,2.7,-6.71,970.81,NA
2015-02-25 18:00:00,200.77,1.94,-6.38,970.8,NA
2015-02-25 19:00:00,217.22,1.66,-5.64,970.65,NA
2015-02-25 20:00:00,250.98,1.2,-4.92,970.55,NA
2015-02-25 21:00:00,227.92,1.97,-4.75,970.59,NA
2015-02-25 22:00:00,190.25,2.57,-4.84,970.44,NA
2015-02-25 23:00:00,112.5,1.11,-5.06,970.14,NA
2015-02-26 00:00:00,39.82,2.08,-5.5,970.13,NA
2015-02-26 01:00:00,46.83,4.79,-5.46,970.05,NA
2015-02-26 02:00:00,52.22,5.93,-5.18,969.92,NA
2015-02-26 03:00:00,59.08,6.67,-5.27,969.67,NA
2015-02-26 04:00:00,71.78,6.64,-5.25,969.5,NA
2015-02-26 05:00:00,76.35,7.22,-5.04,969.38,NA
2015-02-26 06:00:00,72.62,7.44,-4.72,969.2,NA
2015-02-26 07:00:00,66.5,8.02,-4.85,969.09,NA
2015-02-26 08:00:00,69.18,7.86,-4.82,968.97,NA
2015-02-26 09:00:00,62.47,8.32,-4.68,968.87,NA
2015-02-26 10:00:00,64.27,8.74,-4.69,968.8,NA
