"obstime","wd","ws","tempr","ap","rh"
2015-05-03 02:00:00,42.78,19.59,-6.47,968.75,NA
2015-05-03 03:00:00,44.03,18.74,-6.55,967.99,NA
2015-05-03 04:00:00,46.72,20.67,-6.91,967.22,NA
2015-05-03 05:00:00,47.13,19.12,-7.3,966.82,NA
2015-05-03 06:00:00,45.07,18.21,-7.5,966.69,NA
2015-05-03 07:00:00,39.33,15.35,-7.55,966.81,NA
2015-05-03 08:00:00,39.48,15.06,-7.51,967.1,NA
2015-05-03 09:00:00,38.58,16.36,-7.74,967.6,NA
2015-05-03 10:00:00,36.78,18.21,-8.11,968.12,NA
2015-05-03 11:00:00,35.35,16.41,-8.4,968.83,NA
2015-05-03 12:00:00,37.72,17.76,-8.59,969.24,NA
2015-05-03 13:00:00,32.15,17.96,-8.95,970.01,NA
2015-05-03 14:00:00,37.8,17.43,-9.33,970.8,NA
2015-05-03 15:00:00,37.32,17.44,-9.84,971.41,NA
2015-05-03 16:00:00,38.67,15.38,-10.04,972.23,NA
2015-05-03 17:00:00,35.02,15.25,-10.04,972.97,NA
2015-05-03 18:00:00,36.92,14.22,-10.19,973.5,NA
2015-05-03 19:00:00,41.85,14.69,-10.5,973.97,NA
2015-05-03 20:00:00,49.8,13.53,-10.7,974.51,NA
2015-05-03 21:00:00,45.37,12.07,-11.11,975.26,NA
2015-05-03 22:00:00,41.18,10.28,-11.2,976.17,NA
2015-05-03 23:00:00,45.22,11.13,-11.26,976.68,NA
2015-05-04 00:00:00,53.45,12.97,-11.34,976.97,NA
2015-05-04 01:00:00,57.67,14.14,-11.46,977.52,NA
2015-05-04 02:00:00,58.22,14.14,-11.59,978.21,NA
2015-05-04 03:00:00,55.53,12.54,-11.63,978.88,NA
2015-05-04 04:00:00,55.08,11.79,-11.55,979.48,NA
2015-05-04 05:00:00,53.38,11.81,-11.58,980.02,NA
2015-05-04 06:00:00,56.1,9.81,-11.53,980.52,NA
2015-05-04 07:00:00,54.65,10.62,-11.57,980.8,NA
2015-05-04 08:00:00,53.02,8.94,-11.46,981.44,NA
2015-05-04 09:00:00,68.48,7.48,-11.57,982.04,NA
2015-05-04 10:00:00,72.87,6.77,-11.61,982.53,NA
2015-05-04 11:00:00,75.72,8.34,-11.43,982.83,NA
2015-05-04 12:00:00,78.78,10.13,-12.57,983.19,NA
2015-05-04 13:00:00,84.3,11.96,-13.01,983.27,NA
2015-05-04 14:00:00,91.32,13.54,-14.14,983.5,NA
2015-05-04 15:00:00,93.55,10.35,-14.33,984.08,NA
2015-05-04 16:00:00,97.55,9.43,-14.41,984.49,NA
2015-05-04 17:00:00,90.7,11.05,-14.46,984.65,NA
2015-05-04 18:00:00,89,12.14,-14.66,984.52,NA
2015-05-04 19:00:00,86.05,11.34,-14.12,984.34,NA
2015-05-04 20:00:00,85.53,11.27,-13.84,984.43,NA
2015-05-04 21:00:00,85.2,9.19,-13.72,984.89,NA
2015-05-04 22:00:00,77.42,8.71,-13.46,985.23,NA
2015-05-04 23:00:00,69.02,8.12,-13.53,985.36,NA
2015-05-05 00:00:00,73.05,7.62,-13.62,985.18,NA
2015-05-05 01:00:00,69.87,6.67,-13.38,985.25,NA
2015-05-05 02:00:00,76.3,6.73,-13.34,985.11,NA
2015-05-05 03:00:00,83.42,7.26,-13.41,985.21,NA
2015-05-05 04:00:00,79.37,6.99,-13.56,985.12,NA
2015-05-05 05:00:00,83.4,7.27,-13.71,984.94,NA
2015-05-05 06:00:00,69.1,6.38,-13.62,984.89,NA
2015-05-05 07:00:00,52.63,6.62,-13.76,984.71,NA
2015-05-05 08:00:00,50.35,5.87,-13.99,984.49,NA
2015-05-05 09:00:00,51.97,6.17,-14.11,984.56,NA
2015-05-05 10:00:00,67.43,6.96,-14.09,984.35,NA
2015-05-05 11:00:00,63.37,7.84,-14.13,984.06,NA
2015-05-05 12:00:00,64.7,7.5,-14.4,983.96,NA
2015-05-05 13:00:00,166.83,6.11,-14.95,983.91,NA
2015-05-05 14:00:00,330.65,4.77,-17.27,983.92,NA
2015-05-05 15:00:00,53.28,4.41,-17.68,983.44,NA
2015-05-05 16:00:00,121.75,4.96,-17.76,983.34,NA
2015-05-05 17:00:00,138.15,4.29,-19.4,983.06,NA
2015-05-05 18:00:00,64.1,8.23,-19.48,982.57,NA
2015-05-05 19:00:00,92.52,11.41,-19.13,981.85,NA
2015-05-05 20:00:00,102.08,11.23,-20.26,981.28,NA
2015-05-05 21:00:00,99.52,11.27,-19.86,980.9,NA
2015-05-05 22:00:00,101.27,10.41,-19.79,980.59,NA
2015-05-05 23:00:00,114.78,11.07,-19.9,980.38,NA
2015-05-06 00:00:00,115,10.98,-13.62,980.13,NA
2015-05-06 01:00:00,112.12,9.21,-13.38,979.96,NA
2015-05-06 02:00:00,118.9,11.93,-13.34,979.69,NA
2015-05-06 03:00:00,100.37,9.23,-13.41,979.41,NA
2015-05-06 04:00:00,99.62,10.41,-13.56,978.67,NA
2015-05-06 05:00:00,96.18,8.42,-13.71,977.98,NA
2015-05-06 06:00:00,93.5,9.7,-13.62,977.18,NA
2015-05-06 07:00:00,98.42,8.19,-13.76,976.42,NA
2015-05-06 08:00:00,90.8,7.67,-13.99,975.82,NA
2015-05-06 09:00:00,71.48,5.89,-14.11,975.35,NA
2015-05-06 10:00:00,131.82,4.56,-14.09,974.88,NA
2015-05-06 11:00:00,57.47,5.82,-14.13,974.28,NA
2015-05-06 12:00:00,64.88,7.16,-14.4,973.68,NA
2015-05-06 13:00:00,71.02,7.05,-14.95,972.91,NA
2015-05-06 14:00:00,73.68,8.44,-17.27,972.34,NA
2015-05-06 15:00:00,74.83,8.24,-17.68,971.69,NA
2015-05-06 16:00:00,68.9,8.1,-17.76,971.48,NA
2015-05-06 17:00:00,66.52,7.53,-19.4,971.27,NA
2015-05-06 18:00:00,73.38,7.29,-19.48,970.98,NA
2015-05-06 19:00:00,72.6,6.5,-19.13,970.93,NA
2015-05-06 20:00:00,49.28,6.05,-20.26,970.79,NA
2015-05-06 21:00:00,52.4,6.22,-19.86,970.83,NA
2015-05-06 22:00:00,53.83,7.52,-19.79,970.92,NA
2015-05-06 23:00:00,41.65,8.16,-19.9,971.34,NA
2015-05-07 00:00:00,47.8,8.15,-26.48,971.8,NA
2015-05-07 01:00:00,42.78,8.04,-26.79,972.76,NA
2015-05-07 02:00:00,45.78,7.49,-26.98,973.62,NA
2015-05-07 03:00:00,41.93,7.5,-27.67,974.86,NA
2015-05-07 04:00:00,51.85,7.82,-27.14,976.16,NA
2015-05-07 05:00:00,50.92,7.53,-26.68,977.35,NA
2015-05-07 06:00:00,55.12,8.39,-25.6,978.42,NA
2015-05-07 07:00:00,49.72,11.01,-23.96,979.7,NA
2015-05-07 08:00:00,57.12,8.21,-24.17,981.26,NA
2015-05-07 09:00:00,86.62,6.48,-23.94,982.58,NA
2015-05-07 10:00:00,104.22,6.44,-23.7,983.74,NA
2015-05-07 11:00:00,124.4,5.12,-22.55,984.4,NA
2015-05-07 12:00:00,203.45,6.24,-22.49,985.17,NA
2015-05-07 13:00:00,210.35,7.94,-23.07,985.38,NA
2015-05-07 14:00:00,193.63,7.89,-22.01,985.4,NA
2015-05-07 15:00:00,119.02,5.31,-20.95,985.49,NA
2015-05-07 16:00:00,81.33,8.62,-19,985.58,NA
2015-05-07 17:00:00,70.27,8.46,-18.24,985.92,NA
2015-05-07 18:00:00,82.17,13.36,-17.29,985.65,NA
2015-05-07 19:00:00,88.5,16.38,-18.56,985.04,NA
2015-05-07 20:00:00,96.63,17.57,-18.75,985,NA
2015-05-07 21:00:00,101.4,17.07,-19.27,985.74,NA
2015-05-07 22:00:00,100.93,16.96,-19.43,986.46,NA
2015-05-07 23:00:00,100.82,16.99,-19.71,986.64,NA
2015-05-08 00:00:00,98.83,17.16,-19.96,986.66,NA
2015-05-08 01:00:00,98.4,16,-20.14,987.14,NA
2015-05-08 02:00:00,100.08,14.73,-20.4,987.71,NA
2015-05-08 03:00:00,104.45,13.9,-20.57,988.08,NA
2015-05-08 04:00:00,104.35,13.02,-20.69,988.32,NA
2015-05-08 05:00:00,107.38,13.6,-21.15,988.53,NA
2015-05-08 06:00:00,103.65,12.17,-21.13,988.72,NA
2015-05-08 07:00:00,98.9,12.01,-21.56,988.61,NA
2015-05-08 08:00:00,96.23,11.06,-21.82,988.54,NA
2015-05-08 09:00:00,98.73,10.73,-21.75,988.44,NA
2015-05-08 10:00:00,95.27,9.47,-21.39,988.51,NA
2015-05-08 11:00:00,98.2,8.41,-21.39,988.4,NA
2015-05-08 12:00:00,94.93,6.05,-21.3,988.27,NA
2015-05-08 13:00:00,113.22,4.22,-21.64,987.96,NA
2015-05-08 14:00:00,110.13,5.18,-22.04,987.54,NA
2015-05-08 15:00:00,102.87,4.76,-22.44,987.12,NA
2015-05-08 16:00:00,108.62,5.58,-22.6,986.7,NA
2015-05-08 17:00:00,60.07,7.61,-22.04,986.18,NA
2015-05-08 18:00:00,76.75,8.76,-21.89,985.66,NA
2015-05-08 19:00:00,60.2,8.5,-21.69,985.45,NA
2015-05-08 20:00:00,65.15,9.04,-21.81,985.26,NA
2015-05-08 21:00:00,66.93,9.09,-21.92,984.79,NA
2015-05-08 22:00:00,62.02,9.58,-21.7,984.46,NA
2015-05-08 23:00:00,71.87,9.22,-21.6,984.17,NA
2015-05-09 00:00:00,83.35,10.86,-21.41,983.66,NA
2015-05-09 01:00:00,78.38,11.31,-21.32,983.41,NA
2015-05-09 02:00:00,71.37,11.15,-21.27,983.33,NA
2015-05-09 03:00:00,66.13,11.02,-21.17,983.47,NA
2015-05-09 04:00:00,65.55,10.16,-21.09,983.48,NA
2015-05-09 05:00:00,77.23,11.41,-21.06,983.5,NA
2015-05-09 06:00:00,72.38,10.72,-20.91,983.51,NA
2015-05-09 07:00:00,75.38,11.52,-20.51,983.45,NA
2015-05-09 08:00:00,67.47,12.04,-20.83,983.38,NA
2015-05-09 09:00:00,65.32,10.62,-20.99,983.99,NA
2015-05-09 10:00:00,81.85,10.62,-21.23,984.3,NA
2015-05-09 11:00:00,85.2,10.32,-20.85,984.62,NA
2015-05-09 12:00:00,87.2,8.13,-21.87,985.58,NA
2015-05-09 13:00:00,86.47,10.1,-22.15,985.63,NA
2015-05-09 14:00:00,81.25,8.66,-22.08,985.84,NA
2015-05-09 15:00:00,87.13,10.8,-22.11,985.9,NA
2015-05-09 16:00:00,89.27,10.21,-22.16,986.09,NA
2015-05-09 17:00:00,97.27,9.35,-22.91,986.4,NA
2015-05-09 18:00:00,98.43,8.58,-22.76,986.73,NA
2015-05-09 19:00:00,102.88,7.56,-22.68,986.94,NA
2015-05-09 20:00:00,108.82,8.35,-22.65,987.08,NA
2015-05-09 21:00:00,101.82,8.06,-22.71,987.39,NA
2015-05-09 22:00:00,101.22,8.1,-23.08,987.83,NA
2015-05-09 23:00:00,104.1,7.87,-22.88,988.2,NA
2015-05-10 00:00:00,97.55,7.11,-22.76,988.45,NA
2015-05-10 01:00:00,101.45,6.54,-22.99,988.9,NA
2015-05-10 02:00:00,96.22,6.96,-22.99,988.96,NA
2015-05-10 03:00:00,99.3,7.11,-23.03,989.38,NA
2015-05-10 04:00:00,96.43,7.15,-22.74,989.89,NA
2015-05-10 05:00:00,96.52,7.66,-22.54,990.2,NA
2015-05-10 06:00:00,94.2,7.34,-22.36,990.54,NA
2015-05-10 07:00:00,101.9,7.16,-22.36,990.87,NA
2015-05-10 08:00:00,98.37,7.57,-21.96,991.2,NA
2015-05-10 09:00:00,101.55,7.17,-22.43,991.7,NA
2015-05-10 10:00:00,93.87,6.55,-22.41,992.21,NA
2015-05-10 11:00:00,98.82,6.85,-22.25,992.99,NA
2015-05-10 12:00:00,99.73,8,-22.38,993.46,NA
2015-05-10 13:00:00,100.2,8.14,-21.87,994.12,NA
2015-05-10 14:00:00,97.9,8.63,-21.88,994.64,NA
2015-05-10 15:00:00,100.85,8.42,-21.95,995.08,NA
2015-05-10 16:00:00,98.5,8.47,-21.87,995.37,NA
2015-05-10 17:00:00,100.17,8.76,-22.04,995.49,NA
2015-05-10 18:00:00,99.82,8.36,-21.79,995.77,NA
2015-05-10 19:00:00,99,8.53,-21.58,995.81,NA
2015-05-10 20:00:00,101.15,8.13,-21.53,995.81,NA
2015-05-10 21:00:00,97.78,8.73,-21.59,995.8,NA
2015-05-10 22:00:00,98.35,8.54,-21.64,995.71,NA
2015-05-10 23:00:00,100.48,7.89,-21.85,995.54,NA
2015-05-11 00:00:00,97.17,7.44,-21.69,995.41,NA
2015-05-11 01:00:00,89.45,6.48,-21.94,995.26,NA
2015-05-11 02:00:00,83.63,4.95,-22.18,995.09,NA
2015-05-11 03:00:00,85.3,5.24,-22.19,994.82,NA
2015-05-11 04:00:00,74.25,4.62,-22.43,994.97,NA
2015-05-11 05:00:00,58.85,4.61,-22.27,995.04,NA
2015-05-11 06:00:00,67.98,5.52,-21.29,995.13,NA
2015-05-11 07:00:00,85.97,5.89,-20.56,995.3,NA
2015-05-11 08:00:00,77.32,4.59,-20.34,995.52,NA
2015-05-11 09:00:00,102.7,3.94,-20.51,995.67,NA
2015-05-11 10:00:00,68.58,4.14,-20.13,995.9,NA
2015-05-11 11:00:00,118.15,6.08,-19.63,996.08,NA
2015-05-11 12:00:00,109.13,6.96,-19.41,995.99,NA
2015-05-11 13:00:00,108.18,7.45,-19.79,995.73,NA
2015-05-11 14:00:00,105.35,7.91,-19.76,995.41,NA
2015-05-11 15:00:00,95.17,8.52,-19.57,995.07,NA
2015-05-11 16:00:00,85.23,9.56,-19.32,994.74,NA
2015-05-11 17:00:00,90.53,10.75,-19.47,994.46,NA
2015-05-11 18:00:00,89.25,11.34,-19.59,994.03,NA
2015-05-11 19:00:00,88.78,11.36,-19.43,993.81,NA
2015-05-11 20:00:00,87.12,10.23,-19.37,993.71,NA
2015-05-11 21:00:00,88.58,9.84,-19.53,993.6,NA
2015-05-11 22:00:00,85.6,7.95,-19.59,993.5,NA
2015-05-11 23:00:00,88.57,8.64,-19.76,992.94,NA
2015-05-12 00:00:00,85.95,8.05,-19.68,992.74,NA
2015-05-12 01:00:00,91.75,7.97,-20.07,992.32,NA
2015-05-12 02:00:00,85.72,9.5,-19.64,991.52,NA
2015-05-12 03:00:00,90.82,9.07,-19.64,990.97,NA
2015-05-12 04:00:00,91.63,7.58,-20.34,990.83,NA
2015-05-12 05:00:00,98.27,6.83,-20.43,990.24,NA
2015-05-12 06:00:00,97.9,7.91,-20.08,989.6,NA
2015-05-12 07:00:00,92.38,7.7,-20.07,988.95,NA
2015-05-12 08:00:00,96.6,8.5,-20.23,988.21,NA
2015-05-12 09:00:00,97.52,8.51,-20.35,987.55,NA
2015-05-12 10:00:00,99.87,7.63,-20.6,987.01,NA
2015-05-12 11:00:00,86.43,8.5,-19.84,986.3,NA
2015-05-12 12:00:00,85.53,7.47,-20.02,985.87,NA
2015-05-12 13:00:00,98.15,7.9,-20.43,985.04,NA
2015-05-12 14:00:00,90.67,8.69,-19.92,984.12,NA
2015-05-12 15:00:00,87.72,9.18,-19.87,983.22,NA
2015-05-12 16:00:00,84.43,7.21,-20.13,982.4,NA
2015-05-12 17:00:00,90.78,8.59,-20.32,981.76,NA
2015-05-12 18:00:00,88.17,9.93,-20.06,981.05,NA
2015-05-12 19:00:00,90.45,9.71,-20.3,980.41,NA
2015-05-12 20:00:00,88.6,9.76,-20.23,979.86,NA
2015-05-12 21:00:00,87.62,9.26,-20.25,979.48,NA
2015-05-12 22:00:00,89.7,8.4,-20.65,979.17,NA
2015-05-12 23:00:00,93.72,8.49,-21.05,978.54,NA
2015-05-13 00:00:00,91.57,8.82,-21.15,977.96,NA
2015-05-13 01:00:00,88.95,8.48,-20.98,977.49,NA
2015-05-13 02:00:00,90.93,9.61,-21.29,976.81,NA
2015-05-13 03:00:00,89.37,9.17,-21.27,976.22,NA
2015-05-13 04:00:00,92.82,9.01,-22.01,976.04,NA
2015-05-13 05:00:00,87.98,9.89,-21.59,975.71,NA
2015-05-13 06:00:00,90.05,9.78,-21.73,964.24,NA
2015-05-13 07:00:00,97.22,8.55,-22.54,975.39,NA
2015-05-13 08:00:00,95.4,9.73,-22.79,975.21,NA
2015-05-13 09:00:00,95.45,8.23,-22.62,975.05,NA
2015-05-13 10:00:00,98.75,8.69,-23.41,974.93,NA
2015-05-13 11:00:00,99.08,8.1,-23.34,974.7,NA
2015-05-13 12:00:00,103.12,7.77,-23.18,974.47,NA
2015-05-13 13:00:00,103.07,7.78,-23.45,974.36,NA
2015-05-13 14:00:00,102.98,7.17,-23.71,974.51,NA
2015-05-13 15:00:00,100.35,7.01,-23.79,974.51,NA
2015-05-13 16:00:00,101.63,7.2,-24.28,974.66,NA
2015-05-13 17:00:00,105.5,6.62,-24.51,974.72,NA
2015-05-13 18:00:00,91.65,6.85,-24.47,974.55,NA
2015-05-13 19:00:00,95.25,6.14,-25.16,974.58,NA
2015-05-13 20:00:00,93.95,6.1,-25.06,974.76,NA
2015-05-13 21:00:00,89.37,6.33,-25.23,974.83,NA
2015-05-13 22:00:00,105,5.84,-24.81,974.88,NA
2015-05-13 23:00:00,92.33,5.21,-25.52,974.75,NA
2015-05-14 00:00:00,84.85,5.85,-25.71,974.61,NA
2015-05-14 01:00:00,74.38,6.5,-26.26,974.32,NA
2015-05-14 02:00:00,75.28,6.57,-25.82,974.3,NA
2015-05-14 03:00:00,79.92,6.52,-26.22,974.26,NA
2015-05-14 04:00:00,80.33,6.34,-26.1,974.22,NA
2015-05-14 05:00:00,89.28,6.95,-25.76,974.16,NA
2015-05-14 06:00:00,104.33,6.9,-26.23,973.99,NA
2015-05-14 07:00:00,96,5.76,-26.05,973.81,NA
2015-05-14 08:00:00,78.2,6.17,-25.79,973.73,NA
2015-05-14 09:00:00,74.9,6.83,-25.53,973.39,NA
2015-05-14 10:00:00,60.07,5.78,-25.62,973.27,NA
2015-05-14 11:00:00,79.12,5.69,-25.89,973.38,NA
2015-05-14 12:00:00,65.43,6.04,-25.35,973.14,NA
2015-05-14 13:00:00,71.52,6.18,-24.94,972.82,NA
2015-05-14 14:00:00,71.63,6.05,-24.62,972.75,NA
2015-05-14 15:00:00,70.77,5.96,-24.39,972.76,NA
2015-05-14 16:00:00,70.05,6.41,-24.2,972.77,NA
2015-05-14 17:00:00,70.7,5.06,-24.16,973.06,NA
2015-05-14 18:00:00,90.9,5.4,-24.15,973.08,NA
2015-05-14 19:00:00,109.97,4.88,-24.02,973.06,NA
2015-05-14 20:00:00,134.15,3.89,-23.88,973.39,NA
2015-05-14 21:00:00,157.37,4.58,-23.94,973.59,NA
2015-05-14 22:00:00,184.53,4.96,-23.84,973.5,NA
2015-05-14 23:00:00,202.1,5.63,-24.06,973.44,NA
2015-05-15 00:00:00,190.08,3.98,-24.09,973.46,NA
2015-05-15 01:00:00,218.53,3.93,-24.43,973.62,NA
2015-05-15 02:00:00,104.07,5.6,-24.18,973.9,NA
2015-05-15 03:00:00,86.97,6.22,-24.25,974.34,NA
2015-05-15 04:00:00,83.05,6.8,-24.33,974.52,NA
2015-05-15 05:00:00,78.57,6.27,-24.21,974.68,NA
2015-05-15 06:00:00,69.35,6.05,-23.96,975.08,NA
2015-05-15 07:00:00,64.37,6.91,-23.96,975.29,NA
2015-05-15 08:00:00,76.78,6.86,-24.56,975.59,NA
2015-05-15 09:00:00,78.78,7.68,-24.92,975.88,NA
2015-05-15 10:00:00,80.55,9.12,-25.28,975.92,NA
2015-05-15 11:00:00,85.28,9.26,-25.53,976.07,NA
2015-05-15 12:00:00,90.38,7.94,-25.65,976.26,NA
2015-05-15 13:00:00,63.68,9.15,-25.28,976.6,NA
2015-05-15 14:00:00,86.13,8.35,-26.44,976.89,NA
2015-05-15 15:00:00,79.85,8.85,-26.96,977.4,NA
2015-05-15 16:00:00,50.1,7.89,-27.55,978.01,NA
2015-05-15 17:00:00,48.3,9.32,-28.48,978.75,NA
2015-05-15 18:00:00,53.78,7.85,-29.93,979.3,NA
2015-05-15 19:00:00,54.92,7.47,-30.55,979.56,NA
2015-05-15 20:00:00,76.72,6.86,-31,979.78,NA
2015-05-15 21:00:00,78.88,6.38,-31.1,979.94,NA
2015-05-15 22:00:00,74.2,6.6,-30.95,979.93,NA
2015-05-16 00:00:00,74,3.05,-31.4,979.95,NA
2015-05-16 04:00:00,71.4,3.49,-31.19,979.75,NA
2015-05-16 05:00:00,70.09,3.59,-31.45,979.38,NA
2015-05-16 06:00:00,73.47,7.43,-31.26,979.21,NA
2015-05-16 07:00:00,75.54,7.79,-31.19,979.09,NA
2015-05-16 08:00:00,61.38,3.64,-31.27,978.99,NA
2015-05-17 06:00:00,173.55,5.12,-34.61,990.98,NA
2015-05-17 07:00:00,200.79,4.95,-34.86,990.95,NA
2015-05-17 10:00:00,0,3,-33.6,991.3,NA
2015-05-17 11:00:00,2,2,-33.3,991.3,NA
2015-05-17 13:00:00,182.4,3.61,-31.42,991.07,NA
2015-05-17 15:00:00,313.56,3.53,-31.9,990.58,NA
2015-05-17 16:00:00,328.73,4.64,-31.28,990.34,NA
2015-05-17 18:00:00,292.82,5.13,-31.36,989.33,NA
2015-05-17 19:00:00,184.22,5.8,-31.27,988.39,NA
2015-05-17 20:00:00,192.22,5.09,-30.54,987.53,NA
2015-05-17 21:00:00,193.77,6.07,-28.72,986.34,NA
2015-05-17 22:00:00,213.18,6.44,-28.41,985.36,NA
2015-05-17 23:00:00,209.15,6.96,-27.86,984.7,NA
2015-05-18 00:00:00,211.43,7.3,-26.41,983.98,NA
2015-05-18 01:00:00,206.27,8.13,-25.07,982.99,NA
2015-05-18 02:00:00,203.95,8.54,-24.05,982.09,NA
2015-05-18 03:00:00,203.77,8.78,-23.52,981.56,NA
2015-05-18 04:00:00,201.87,8.94,-23.51,981.29,NA
2015-05-18 05:00:00,203.7,8.67,-23.79,981.09,NA
2015-05-18 06:00:00,200.98,7.76,-21.77,980.83,NA
2015-05-18 07:00:00,195.03,6.9,-20.82,980.75,NA
2015-05-18 08:00:00,183.8,5.01,-19.75,980.54,NA
2015-05-18 09:00:00,163.18,5.57,-19.52,980.13,NA
2015-05-18 10:00:00,116.33,5.29,-19.88,979.83,NA
2015-05-18 11:00:00,106.62,6.74,-19.82,979.59,NA
2015-05-18 12:00:00,96.73,7.7,-20.09,979.24,NA
2015-05-18 13:00:00,97.38,8.03,-20.03,978.82,NA
2015-05-18 14:00:00,95.02,6.9,-20.45,978.66,NA
2015-05-18 15:00:00,97.43,7.5,-20.15,978.21,NA
2015-05-18 16:00:00,95.48,7.52,-20.58,977.59,NA
2015-05-18 17:00:00,93.12,6.44,-21.08,977.07,NA
2015-05-18 18:00:00,94.47,8.09,-20.92,976.41,NA
2015-05-18 19:00:00,95.42,9.62,-20.73,975.75,NA
2015-05-18 20:00:00,97.38,9.65,-21.71,975.23,NA
2015-05-18 21:00:00,98.98,9.93,-22.41,974.69,NA
2015-05-18 22:00:00,99.1,9.25,-22.7,974.47,NA
2015-05-18 23:00:00,98.92,9.6,-22.78,973.94,NA
2015-05-19 00:00:00,99.32,10.03,-23.17,973.48,NA
2015-05-19 01:00:00,97.03,9.95,-22.34,972.91,NA
2015-05-19 02:00:00,88.12,9.55,-20.85,972.46,NA
2015-05-19 03:00:00,86.17,8.16,-20.13,972.4,NA
2015-05-19 04:00:00,87.07,9.02,-20.17,972.27,NA
2015-05-19 05:00:00,85.75,8.93,-20.07,971.81,NA
2015-05-19 06:00:00,81.87,7.9,-19.91,971.45,NA
2015-05-19 07:00:00,84.9,7.88,-19.88,970.98,NA
2015-05-19 08:00:00,86.33,7.83,-19.85,970.71,NA
2015-05-19 09:00:00,88.17,8.13,-19.95,970.18,NA
2015-05-19 10:00:00,76.38,7.1,-19.8,969.8,NA
2015-05-19 11:00:00,83.28,8.74,-20.27,969.35,NA
2015-05-19 12:00:00,82.78,8.3,-20.21,968.82,NA
2015-05-19 13:00:00,92.08,9.87,-21.08,968.07,NA
2015-05-19 14:00:00,95.98,10.69,-21.96,967.48,NA
2015-05-19 15:00:00,100.37,9.96,-22.85,966.79,NA
2015-05-19 16:00:00,100.03,10.52,-22.87,966.34,NA
2015-05-19 17:00:00,94.63,11.25,-22.52,965.78,NA
2015-05-19 18:00:00,91.07,13.76,-22.64,965.1,NA
2015-05-19 19:00:00,91.55,13.12,-22.43,964.69,NA
2015-05-19 20:00:00,89.03,12.66,-21.53,964.42,NA
2015-05-19 21:00:00,89.73,11.96,-21.37,964.53,NA
2015-05-19 22:00:00,90.2,12.25,-21.7,964.18,NA
2015-05-19 23:00:00,90.65,12.69,-22,963.91,NA
2015-05-20 00:00:00,79.4,11.87,-21.61,963.96,NA
2015-05-20 01:00:00,47.07,10.78,-22.89,964.37,NA
2015-05-20 02:00:00,26.53,8.45,-25.91,965.22,NA
2015-05-20 03:00:00,29.47,8.63,-27.54,965.88,NA
2015-05-20 04:00:00,40.08,8.91,-27.98,966.38,NA
2015-05-20 05:00:00,47.78,10.01,-28.25,966.62,NA
2015-05-20 06:00:00,45.02,10.23,-28.2,967.17,NA
2015-05-20 07:00:00,44.22,10.95,-28.31,967.62,NA
2015-05-20 08:00:00,51.47,10.48,-29.04,967.93,NA
2015-05-20 09:00:00,50.1,11.13,-29.03,968.09,NA
2015-05-20 10:00:00,54.42,11.95,-28.78,968.17,NA
2015-05-20 11:00:00,53.92,12.69,-28.59,968.49,NA
2015-05-20 12:00:00,59.63,12.91,-28.33,968.81,NA
2015-05-20 13:00:00,58.52,13.36,-28.23,969.17,NA
2015-05-20 14:00:00,57.93,12.48,-27.89,969.62,NA
2015-05-20 15:00:00,57.5,11.93,-27.52,969.87,NA
2015-05-20 16:00:00,58.23,10.86,-27.46,970.46,NA
2015-05-20 17:00:00,67.58,10.41,-27.58,970.87,NA
2015-05-20 18:00:00,78.67,11.71,-27.89,970.93,NA
2015-05-20 19:00:00,89.38,10.63,-28.25,971.25,NA
2015-05-20 20:00:00,107.8,10.23,-27.54,971.24,NA
2015-05-20 21:00:00,127.15,8.51,-27.33,971.22,NA
2015-05-20 22:00:00,116.42,10.04,-26.57,970.27,NA
2015-05-20 23:00:00,107.9,10.84,-24.93,969.36,NA
2015-05-21 00:00:00,88.27,11.3,-22.56,968.55,NA
2015-05-21 01:00:00,90.13,11.98,-21.41,967.78,NA
2015-05-21 02:00:00,78.43,10.6,-20.25,967.31,NA
2015-05-21 03:00:00,59.05,10.43,-19.74,967.24,NA
2015-05-21 04:00:00,63.1,10.26,-19.65,967.04,NA
2015-05-21 05:00:00,58.62,11.99,-19.27,967.08,NA
2015-05-21 06:00:00,50.32,9.93,-19.09,967.46,NA
2015-05-21 07:00:00,46.5,7.83,-19.22,967.81,NA
2015-05-21 08:00:00,66.62,5.81,-19.44,968.02,NA
2015-05-21 09:00:00,83.62,5.65,-19.41,968,NA
2015-05-21 10:00:00,87.57,6.12,-19.21,968.06,NA
2015-05-21 11:00:00,95.1,6.29,-19.24,968.07,NA
2015-05-21 12:00:00,87.03,6.96,-18.97,967.88,NA
2015-05-21 13:00:00,85.32,9.96,-19.03,967.64,NA
2015-05-21 14:00:00,88.15,13.28,-20.39,967.06,NA
2015-05-21 15:00:00,89.33,11.81,-20.62,966.82,NA
2015-05-21 16:00:00,89.4,10.69,-20.83,966.77,NA
2015-05-21 17:00:00,90.9,11.61,-21.1,966.73,NA
2015-05-21 18:00:00,91.23,12.8,-21.42,966.8,NA
2015-05-21 19:00:00,90.02,13.75,-21.5,966.8,NA
2015-05-21 20:00:00,92.3,12.8,-21.55,967.07,NA
2015-05-21 21:00:00,93.45,12.5,-21.97,967.29,NA
2015-05-21 22:00:00,89.37,14.12,-21.93,967.19,NA
2015-05-21 23:00:00,91.5,12.84,-21.9,967.35,NA
